
==== Front
Data BriefData BriefData in Brief2352-3409Elsevier S2352-3409(17)30025-210.1016/j.dib.2017.02.006Medicine and DentistryDNA methylation data for identification of epigenetic targets of resveratrol in triple negative breast cancer cells Medina-Aguilar Rubiceli aPérez-Plasencia Carlos bGariglio Patricio aMarchat Laurence A. cFlores-Pérez Ali dLópez-Camarillo César genomicas@yahoo.com.mxd⁎García Mena Jaime jgmena@cinvestav.ma⁎a Departmento de Genética y Biología Molecular, Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional (Cinvestav-IPN), México City, Méxicob Unidad de Biomedicina, FES-Iztacala UNAM, Tlalnepantla, Estado de México, Méxicoc Escuela Nacional de Medicina y Homeopatía. Red de Biotecnología. Instituto Politécnico Nacional, México City, Méxicod Laboratorio de Oncogenómica y Proteómica del Cáncer, Universidad Autónoma de la Ciudad de México, México City, México⁎ Corresponding authors. genomicas@yahoo.com.mxjgmena@cinvestav.m09 2 2017 4 2017 09 2 2017 11 169 182 2 11 2016 6 1 2017 2 2 2017 © 2017 The Authors2017This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).Previous studies revealed that some bioactive food components have anti-cancer effects. However epigenetic effects of dietary compound resveratrol are largely unknown in breast cancer cells (M.A. Dawson, T. Kouzarides, 2012) [1]. Here we provide novel data and comparisons of DNA methylation status of promoter gene regions in response to resveratrol treatment at 24 h and 48 h versus untreated MDA-MB-231 breast cancer cells. DNA methylation changes were measured using Array-PRIMES method (aPRIMES) followed by whole-genome hybridization using human DNA methylation promoter microarray NimbleGen HG18 Refseq Promoter 3×720 K array. Our data were associated to corresponding changes in mRNA expression in a set of cancer-related genes. Using gene ontology analysis we also identify cancer-related cellular processes and pathways that can be epigenetically reprogramed by resveratrol. Data in this article are associated to the research articles “Methylation Landscape of Human Breast Cancer Cells in Response to Dietary Compound Resveratrol”. Medina Aguilar et al., PLoS ONE 11(6): e0157866. doi:10.1371/journal.pone.0157866 2016 (A.R. Medina, P.C. Pérez, L.A. Marchat, P. Gariglio, M.J. García, C.S. Rodríguez, G.E. Ruíz, et al., 2016) [2]; and “Resveratrol inhibits cell cycle progression by targeting Aurora kinase A and Polo-like kinase 1 in breast cancer cells” in Oncology Reports. Medina Aguilar et al., 2016 Jun; 35(6):3696-704. doi: 10.3892/or.2016.4728 (A.R. Medina, P. Gariglio, M.J. García, O.E. Arechaga, S.N. Villegas, C.M. Martínez et al., 2016) [3].

Keywords
Breast cancerResveratrolDNA methylationOncogenesTumor suppressor genesGenome-wide methylome
==== Body
Specifications TableTableSubject area	Biology	
More specific subject area	Breast cancer, Epigenetics	
Type of data	Tables, figure, raw data on DNA methylation (peak scores)	
How data was acquired	Array-PRIMES method (aPRIMES).	
NimbleGen HG18 Refseq Promoter 3×720 K arrays.	
Data format	Filtered for peak annotation, and analyzed for differential enrichment and gene ontology	
Experimental factors	DNA from untreated and treated MDA-MB-231 cells with resveratrol (100 µM) at 24 h and 48 h was extracted using the DNeasy Kit (Qiagen, Germany). To identify methylated and unmethylated DNA regions in the promoters of genes, we used Array-PRIMES method (aPRIMES).	
Experimental features	MDA-MB-231 cells were treated with resveratrol for 24 h and 48 h. For DNA methylation analysis we used NimbleGen HG18 Refseq Promoter 3×720 K array. The array covering 30,848 transcripts, 22,532 promoters, and 27,728 CpG islands.	
Data source location	Oncogenomics and Cancer Proteomics Laboratory, UACM. México City, México.	
Data accessibility	Data is available with this article.	


Value of the data• First analysis on DNA methylation of promoter genes in triple negative breast cancer cells treated with resveratrol, spanning 27,728 CpG loci.

• Provides genomic data indicating that resveratrol impacts the epigenetic landscape by changing DNA methylation status of specific oncogenes and tumor suppressor genes in breast cancer cells.

• Analyses indicate that resveratrol epigenetically alters regulation of particular genes involved in cancer in triple negative breast cancer cells.

• Data provided here serves as a novel and free resource for researchers working in the field of epigenetic regulation of cancer related genes in response to naturally occurring dietary compounds.



1 Data
In this study we performed a genome-wide survey of DNA methylation in MDA-MB-231 triple-negative breast cancer cells exposed to resveratrol [1], [3]. To determine the methylated and unmethylated DNA regions in the promoters of genes we used Array-PRIMES method (aPRIMES) [[4], Fig. 1]. The extensive annotation of peaks differentially enriched for DNA methylation and peak comparisons between the MDA-MB-231 breast cancer cells treated with resveratrol at 24 h and 48 h versus untreated cells (Table 1, Table 2) were performed using the DEVA 1.2.1 software [2]. At 24 h treatment, 338 out of 2035 hypermethylated genes correspond to cancer genes; and 92 out of 1738 hypomethylated genes correspond to cancer genes. At 48 h treatment, 137 out of 1869 hypermethylated genes were cancer genes; and 288 out of 1661 hypomethylated genes are cancer genes (Table 3, Table 4). In addition, differentially methylated probes and differentially expressed genes were identified between the MDA-MB-231 cells treated with resveratrol at 24 h and 48 h and the MDA-MB-231 untreated. The integrative analysis of DNA methylation and gene expression at different times of resveratrol exposure showed that changes in DNA methylation were associated to corresponding changes in mRNA expression in a set of cancer-related genes (Table 5, Table 6).

2 Experimental design, materials and methods
2.1 Genome-wide analysis of DNA methylation
High molecular weight DNA from MDA-MB-231 triple negative breast cancer cell line untreated and treated with resveratrol (100 µM) at 24 h and 48 h was extracted using the DNeasyKit (Qiagen, Germany) according to the manufacturer׳s instructions. For detection of the methylation status of CpG islands (CGIs), we used array-based profiling of reference-independent methylation status (aPRIMES) technology in MDA-MB-231 cells untreated and treated with resveratrol at 24 h and 48 h. This method is based on the differential restriction and competitive hybridization of methylated and unmethylated DNA by methylation-specific and methylation-sensitive restriction enzymes, and NimbleGen HG18 Refseq Promoter 3×720 K array to measure the differential DNA methylation as described in Fig. 1. Briefly, genomic DNA (500 ng) was restricted with MseI enzyme (New England Biolabs) and ligated to adapter primers according to the recommendations of the supplier. Then, one-half of the ligated MseI fragments were digested with the methylation-sensitive restriction enzymes HpaII and BstUI to cut unmethylated CGIs, and the remaining half is digested with the methylation-specific enzyme McrBC to cut CGIs methylated. Restricted samples were then subjected to 20 cycles of linker-mediated PCR, differentially labeled with fluorescent dyes Cy3 and Cy5, and competitively hybridized to a NimbleGen HG18 Refseq Promoter 3×720 K array following the conditions recommended by the supplier. DNA methylation analysis raw data was normalized and differential intensity of each probe compared with experimental IP sample (IP) and control input sample (input) was calculated using the NimbleGen software DEVA. Average fold change (IP versus input) each 50 bp bin for a range of 2.44 kb upstream and 610 bp downstream window from RefSeq transcription start sites (TSS). The methylation peak values were mapped to features using DEVA software. Regions showing enrichment at 4 or more consecutive loci were integrated together to form a single “peak”. Clusters of enriched regions separated by more than 500 base pairs were integrated as separate peaks, which reflected the probability of methylation for the designated peak and/or gene at a p-value of less than 0.01. The functional annotation of target genes based on Gene Ontology was performed using DAVID (Database for Annotation, Visualization and Integrated Discovery).

2.2 Raw data processing and statistical analysis
A two way ANOVA was performed to identify differentially methylated genes. Only genes with statistically significant differences in DNA methylation levels (p-value <0.05) were included.

Transparency document Supplementary material
Supplementary material

 .

Acknowledgements
This work was supported by CONACyT SALUD (233370 and 222335). Rubiceli Medina Aguilar was supported by a CONACYT doctoral fellowship (308746).

Transparency document Transparency data associated with this article can be found in the online version at doi:10.1016/j.dib.2017.02.006.

Fig. 1 Array-PRIMES procedure and NimbleGen HG18 Refseq Promoter 3×720 K arrays analysis. Genomic DNA (500 ng) was restricted to completion with MseI restriction enzyme. Then, DNA fragments produced by MseI were subjected to linker-mediated PCR. Half of the resulting ligated MseI fragments were digested with McrBC restriction enzyme while the other half of MseI fragments was digested with the two methylation-sensitive endonucleases HpaII and BstUI. The experimental and control DNA was labeled with Cy3 and Cy5 nonamers. Methylated DNA fractions are highlighted in red and are expected to result in positive ratios and green spots indicate unmethylation and are to have negative ratios. DNA methylation analysis raw data was normalized and differential intensity of each probe compared with input control was calculated using the NimbleGen software DEVA. Average fold change (experimental IP sample versus Control input sample) in a range of 2.44 kb upstream and 610 bp downstream window from RefSeq transcription start sites (TSS). Modified from Pfister, S., Schlaeger, C., Mendrzyk, F., Wittmann, A., Benner, A., Kulozik, A., et al. Array-based profiling of reference-independent methylation status (aPRIMES) identifies frequent promoter methylation and consecutive downregulation of ZIC2 in pediatric medulloblastoma. Nucleic Acids Res. (2007) 35:e51.

Fig. 1.Table 1 Annotation of peak values indicating differentially enriched DNA methylation between the MDA-MB-231 breast cancer cells treated with resveratrol at 24 h versus non-treated cells.

Table 1Chromosome	Data start	Data end	Peak value (≥2)	Gene name	Accession number	
chr8	1784829	1786208	2,64	ARHGEF10	NM_052838	
chrX	1521952	1522785	2,63	ASMTL	NM_004574	
chr17	60265001	60266158	2,55	PLEKHM1P	NM_001098813	
chr11	125641836	125642888	2,54	SRPR	NM_001113491	
chr1	228481793	228482538	2,53	GALNT2	NM_001154458	
chr15	98649690	98650344	2,50	ADAMTS17	NM_130786	
chr18	74927964	74929029	2,50	ATP9B	NM_033110	
chr11	2941097	2942549	2,50	NAP1L4	NM_001080438	
chr4	2703310	2703944	2,49	FAM193A	NR_024035	
chr17	13340300	13340955	2,49	HS3ST3A1	NM_001086	
chr8	6411612	6412359	2,48	MCPH1	NM_014911	
chr22	18274404	18275477	2,48	TXNRD2	NM_001088	
chr5	1536587	1537240	2,48	LPCAT1	NM_000350	
chr7	154718039	154719508	2,46	INSIG1	NM_012089	
chr10	120791601	120792250	2,45	EIF3A	NM_203444	
chr17	77869583	77871212	2,44	CD7	NM_033151	
chr9	115101938	115103549	2,44	RNF183	NM_000392	
chr14	104982606	104983241	2,44	MTA1	NM_001023587	
chr5	140747519	140748247	2,42	PCDHGB4	NM_001171	
chr10	105835961	105837022	2,42	COL17A1	NR_003569	
chr8	145642211	145643050	2,41	NFKBIL2	NR_023387	
chr4	1798152	1798803	2,41	LETM1	NM_007011	
chr19	10113471	10114131	2,41	DNMT1	NM_020676	
chr2	121699671	121700316	2,41	TFCP2L1	NM_007313	
chr12	119018825	119019566	2,41	RAB35	NM_001003408	
chr7	1847487	1848112	2,40	MAD1L1	NM_020469	
chr10	90702575	90703440	2,40	ACTA2	NM_001092	
chr19	52680045	52681097	2,40	KPTN	NM_032169	
chr20	60208995	60209642	2,40	GTPBP5	NM_000017	
chr9	129692527	129693188	2,39	ST6GALNAC6	NM_001609	
chr10	98730453	98731598	2,39	C10orf12	NM_022735	
chr22	17010564	17011897	2,39	USP18	NM_001039844	
chr7	128202492	128203241	2,38	OPN1SW	NM_020321	
chr17	2264882	2265522	2,38	LOC284009	NM_022914	
chr17	61726971	61728024	2,38	PRKCA	NM_000789	
chr8	23622819	23623663	2,37	NKX2-6	NM_015831	
chr5	43075569	43076724	2,37	C5orf39	NM_147161	
chr1	199882046	199882901	2,37	NAV1	NM_018473	
chr9	93900029	93900662	2,37	SPTLC1	NM_006821	
chr1	24599933	24600693	2,37	C1orf201	NM_007274	
chr21	46892750	46893489	2,37	PRMT2	NM_005469	
chr3	185026706	185028573	2,36	MAP6D1	NM_001037171	
chr2	86104655	86105502	2,36	LOC90784	NM_004035	
chr6	3085344	3085995	2,35	BPHL	NM_003501	
chr2	65394212	65394839	2,35	SPRED2	NM_001142807	
chr1	227471486	227472810	2,34	RAB4A	NM_001111036	
chr20	60293922	60294583	2,34	OSBPL2	NM_152282	
chr2	27044598	27045242	2,33	MAPRE3	NM_033068	
chr3	48454873	48455707	2,33	CCDC51	NM_052957	
chr10	1137781	1138492	2,33	WDR37	NM_025149	
chr20	56158151	56159807	2,33	C20orf85	NR_023316	
chr5	354862	357457	2,32	AHRR	NM_032501	
chr9	135267013	135268048	2,32	REXO4	NM_001141945	
chr12	103674747	103675398	2,32	CHST11	NM_001101	
chr4	38366523	38367250	2,32	KLF3	NM_005159	
chr22	18131439	18132080	2,32	TBX1	NM_001615	
chr12	1594042	1594714	2,31	WNT5B	NM_016188	
chr5	16754086	16754821	2,30	MYO10	NM_006686	
chr1	154372213	154372866	2,30	LMNA	NM_001102	
chr2	151827549	151828190	2,29	RBM43	NM_024855	
chr14	92722258	92722891	2,29	C14orf109	NM_001616	
chr7	158405247	158405910	2,29	WDR60	NM_001107	
chr8	27907931	27908473	2,29	SCARA5	NM_003474	
chr12	131818564	131820443	2,28	ANKLE2	NM_023038	
chr6	75968244	75968893	2,28	COL12A1	NM_021794	
chr7	143587044	143587802	2,27	OR2A7	NM_139026	
chr9	124835446	124837324	2,27	GPR21	NM_139055	
chr20	43163505	43164052	2,26	KCNS1	NM_139056	
chr17	40925157	40926319	2,26	PLEKHM1	NM_139057	
chr7	143578873	143579544	2,26	OR2A20P	NM_021599	
chr5	34020027	34021936	2,26	SLC45A2	NM_014694	
chr13	112917772	112918407	2,26	CUL4A	NM_006869	
chr5	96234968	96236098	2,25	ERAP2	NM_001025107	
chr9	90794507	90795655	2,25	C9orf47	NM_001145407	
chr14	20225056	20226587	2,25	ANG	NM_018702	
chr19	16294245	16294991	2,25	KLF2	NM_052853	
chr21	45063979	45064504	2,24	SUMO3	NM_021116	
chr16	66500283	66501020	2,24	PSKH1	NM_001116	
chr16	12118128	12118835	2,24	SNX29	NM_014190	
chr1	200122439	200123474	2,24	SHISA4	NM_144650	
chr9	138904005	138904672	2,24	TRAF2	NM_018269	
chr2	71544899	71546050	2,24	DYSF	NM_001127687	
chr1	163817579	163818316	2,23	LOC400794	NM_024866	
chr7	44089644	44090301	2,23	POLM	NM_001081976	
chr1	144539510	144540955	2,23	GPR89A	NM_199162	
chr6	5080145	5080848	2,23	LYRM4	NM_000679	
chr1	2323386	2324029	2,23	RER1	NM_000684	
chrX	134257081	134257708	2,23	ZNF75D	NM_001619	
chr7	137182964	137184638	2,22	DGKI	NM_007002	
chr20	61372176	61373825	2,22	ARFGAP1	NM_001114176	
chr3	50351011	50352739	2,22	RASSF1	NM_001134647	
chr10	134973176	134974252	2,22	ZNF511	NR_026892	
chr3	189377910	189379089	2,22	FLJ42393	NM_152406	
chr9	139117469	139118098	2,22	MAN1B1	NM_014423	
chr10	12913471	12915172	2,22	LOC283070	NR_003228	
chr22	21740231	21741602	2,22	RTDR1	NM_014914	
chr16	70115140	70116282	2,22	CHST4	NM_001135189	
chr6	132063624	132064382	2,22	OR2A4	NM_018238	
chr17	38247695	38249348	2,21	PSME3	NM_001012727	
chr5	179209213	179209862	2,21	C5orf45	NM_020132	
chr2	218927406	218928519	2,20	C2orf62	NM_020133	
chr7	828845	829582	2,20	SUN1	NM_198576	
chr1	15955401	15956674	2,20	FBLIM1	NM_001138	
chr19	55122520	55123259	2,20	NUP62	NM_000687	
chr5	140742359	140743298	2,19	PCDHGA7	NM_006621	
chr1	159355730	159356784	2,19	NIT1	NM_020731	
chr17	42639212	42640391	2,19	MYL4	NM_001624	
chr19	49727224	49727853	2,19	CEACAM20	NM_006303	
chr7	4724096	4724845	2,19	FOXK1	NM_001042478	
chr17	3652876	3653659	2,19	ITGAE	NM_016282	
chr1	145864889	145866055	2,19	GPR89B	NM_003488	
chr10	75200738	75201587	2,19	SEC24C	NM_007200	
chr10	71601773	71602436	2,19	SAR1A	NM_001136562	
chr7	111907572	111908204	2,19	C7orf53	NM_004857	
chr10	46501205	46502248	2,19	PPYR1	NM_014371	
chr1	154966020	154966748	2,18	C1orf66	NM_001145289	
chr5	176870176	176871049	2,18	DDX41	NM_005163	
chr12	1574918	1575576	2,18	FBXL14	NM_001098632	
chr11	64609997	64610643	2,18	ZFPL1	NM_181690	
chr2	99284710	99285565	2,17	LYG1	NM_001012398	
chr20	61040935	61041923	2,17	C20orf11	NM_000031	
chr18	42165845	42167418	2,17	RNF165	NM_001017423	
chr1	31619982	31620649	2,17	FABP3	NM_000693	
chr8	141628099	141628779	2,17	EIF2C2	NM_000692	
chr5	1687959	1689310	2,17	LOC728613	NM_000691	
chr2	96268657	96269891	2,17	LOC285033	NM_001182	
chr10	128863488	128864127	2,17	FAM196A	NM_000034	
chr4	39158359	39158928	2,17	LOC401127	NM_024105	
chr9	135210801	135211972	2,16	SURF1	NM_139178	
chr3	113495155	113495827	2,16	SLC9A10	NM_017758	
chr17	34137596	34138545	2,16	MLLT6	NM_000697	
chr5	72449727	72450772	2,16	TMEM171	NM_001139	
chr5	140780698	140781477	2,16	PCDHGA11	NR_002710	
chr22	39514927	39515374	2,15	SLC25A17	NM_001140	
chr1	225192145	225192870	2,15	CABC1	NM_000698	
chr11	65440964	65442337	2,15	C11orf68	NM_001102406	
chr7	151790200	151790753	2,15	LOC100128822	NM_020778	
chr21	32594464	32595119	2,15	MRAP	NM_139163	
chr4	187301973	187302598	2,15	FAM149A	NM_006492	
chr14	20930859	20932524	2,14	CHD8	NM_021926	
chr2	152664922	152665700	2,14	CACNB4	NM_001633	
chr17	7933308	7934143	2,14	ALOX12B	NM_001144	
chr1	219121014	219121672	2,14	HLX	NM_030943	
